00:00:00     4MB         | log started Tue May  6 20:14:49 2014
00:05:26  3080MB         |  AOV samples                     0.03
00:05:26  3080MB         |  output buffers                  0.50
00:05:26  3080MB         |  node overhead                   0.01
00:05:26  3080MB         |  message passing                 0.02
00:05:26  3080MB         |  memory pools                    7.77
00:05:26  3080MB         |  geometry                     2919.64
00:05:26  3080MB         |    points                     2919.64
00:05:26  3080MB         |  accel. structs               7275.99
00:05:26  3080MB         |  string pool                     0.13 (588 unique strings, overhead 0.11 MB)
00:05:26  3080MB         |  texture cache                   0.00
00:05:26  3080MB         |  unaccounted                 -5550.25
00:05:26  3080MB         |  total peak                   5020.56
00:05:26  3080MB         | -----------------------------------------------------------------------------------------
00:05:26  3080MB         | ray counts:                           (/pixel , /sample) (% total) (avg. hits) (max hits)
00:05:26  3080MB         |  camera                         12665 (   1.00,    1.00) (  3.57%) (     1.00) (       1)
00:05:26  3080MB         |  shadow                        149588 (  11.81,   11.81) ( 42.15%) (     0.65) (       1)
00:05:26  3080MB         |  diffuse                       148946 (  11.76,   11.76) ( 41.97%) (     0.64) (       1)
00:05:26  3080MB         |  glossy                         43682 (   3.45,    3.45) ( 12.31%) (     0.80) (       1)
00:05:26  3080MB         |  total                         354881 (  28.02,   28.02) (100.00%) (     0.68) (       1)
00:05:26  3080MB         |  max depth                          2
00:05:26  3080MB         | -----------------------------------------------------------------------------------------
00:05:26  3080MB         | shader calls:                         (/pixel , /sample) (% total)
00:05:26  3080MB         |  primary                       143088 (  11.30,   11.30) ( 69.70%)
00:05:26  3080MB         |  background                     62205 (   4.91,    4.91) ( 30.30%)
00:05:26  3080MB         |  total                         205293 (  16.21,   16.21) (100.00%)
00:05:26  3080MB         | -----------------------------------------------------------------------------------------
00:05:26  3080MB         | geometry:                             (% hit ) (instances) (  init mem,  final mem)
00:05:26  3080MB         |  lists                              1 (100.0%) (        0) (      0.00,       0.00)
00:05:26  3080MB         |  procs                              1 (100.0%) (        0) (      0.00,       0.00)
00:05:26  3080MB         |  points                            30 (100.0%) (        0) (   2757.05,    2919.64)
00:05:26  3080MB         |  simple                             1 (100.0%) (        0) (      0.00,       0.00)
00:05:26  3080MB         | -----------------------------------------------------------------------------------------
00:05:26  3080MB         | geometric elements:                   (      min) (       avg.) (      max)
00:05:26  3080MB         |  objects (top level)                2 (        2) (        2.0) (        2)
00:05:26  3080MB         |  objects (procs)                   30 (       30) (       30.0) (       30)
00:05:26  3080MB         |  points                     240914535 (  2595224) (  8030484.5) ( 11858486)
00:05:26  3080MB         | -----------------------------------------------------------------------------------------
00:05:26  3080MB         | acceleration structures:              (% total)
00:05:26  3080MB         |  bvh                               32 (100.00%)
00:05:26  3080MB         |  total                             32 (100.00%)
00:05:26  3080MB         | -----------------------------------------------------------------------------------------
00:05:26  3080MB         | number of warnings, warning type:
00:05:26  3080MB         |     1:  [proc] %s: user bounds could be %.3gx more efficient. given: (%.9g, %.9g, %.9g) to (%.9g, %.9g, %.9g), should be: (%.9g, %.9g, %.9g) to (%.9g, %.9g, %.9g)
00:05:26  3080MB         |     1:  [rlm] could not connect to license server on %d@%s
00:05:26  3080MB         | -----------------------------------------------------------------------------------------
00:05:26  3080MB         | performance warnings:
00:05:26  3080MB WARNING |  1 on-demand procedural has very poor bounds. This can severely affect ray tracing performance. You should check the bounds being passed from the host application.
00:05:26  3080MB         | -----------------------------------------------------------------------------------------
00:05:26  3080MB         |  
00:05:26  3080MB         | rendering image at 960 x 540, -2 AA samples, 3 GI samples, 1 GI bounces
00:05:26  3080MB         |  updating 46 nodes ...
00:05:26  3080MB         |  node update done in 0:00.00
00:05:26  3080MB         |  [aov] parsing output statement: "RGBA RGBA kick_display_filter kick_display"
00:05:26  3080MB         |  [aov] registered driver: "kick_display" (driver_x11)
00:05:26  3080MB         |  [aov]  * "RGBA" of type RGBA filtered by "kick_display_filter" (gaussian_filter)
00:05:26  3080MB         |  [aov] done preparing 1 AOV for 1 output to 1 driver (0 deep AOVs)
00:05:26  3080MB         |  starting 8 bucket workers of size 64x64 ...
00:05:26  3137MB         |     0% done - 22 rays/pixel
00:05:26  3150MB         |     5% done - 30 rays/pixel
00:05:26  3155MB         |    10% done - 26 rays/pixel
00:05:26  3164MB         |    15% done - 27 rays/pixel
00:05:26  3172MB         |    20% done - 28 rays/pixel
00:05:26  3181MB         |    25% done - 29 rays/pixel
00:05:26  3184MB         |    30% done - 26 rays/pixel
00:05:26  3192MB         |    35% done - 28 rays/pixel
00:05:26  3213MB         |    40% done - 28 rays/pixel
00:05:26  3227MB         |    45% done - 28 rays/pixel
00:05:26  3243MB         |    50% done - 28 rays/pixel
00:05:26  3254MB         |    55% done - 28 rays/pixel
00:05:26  3271MB         |    60% done - 30 rays/pixel
00:05:26  3290MB         |    65% done - 28 rays/pixel
00:05:26  3309MB         |    70% done - 27 rays/pixel
00:05:26  3326MB         |    75% done - 29 rays/pixel
00:05:26  3340MB         |    80% done - 28 rays/pixel
00:05:26  3357MB         |    85% done - 27 rays/pixel
00:05:27  3379MB         |    90% done - 29 rays/pixel
00:05:27  3403MB         |    95% done - 26 rays/pixel
00:05:27  3416MB         |   100% done - 28 rays/pixel
00:05:27  3416MB         |  bucket workers done in 0:00.70
00:05:27  3416MB         | render done
00:05:27  3416MB         |  
00:05:27  3416MB         | -----------------------------------------------------------------------------------------
00:05:27  3416MB         | scene creation time:
00:05:27  3416MB         |  plugin loading               0:00.00
00:05:27  3416MB         |  .ass parsing                 0:00.03
00:05:27  3416MB         |  system/unaccounted           0:00.04
00:05:27  3416MB         |  total                        0:00.04  ( 0.80% machine utilization)
00:05:27  3416MB         | -----------------------------------------------------------------------------------------
00:05:27  3416MB         | render time:
00:05:27  3416MB         |  node init                    0:00.00
00:05:27  3416MB         |  bucket rendering             0:00.70
00:05:27  3416MB         |   accel. building             0:00.00
00:05:27  3416MB         |   pixel rendering             0:00.70  (multi-threaded render, this value may not be reliable)
00:05:27  3416MB         |  system/unaccounted           0:00.22
00:05:27  3416MB         |  total                        0:00.70  (68.36% machine utilization)
00:05:27  3416MB         | -----------------------------------------------------------------------------------------
00:05:27  3416MB         | memory consumed in MB:
00:05:27  3416MB         |  at startup                      3.49
00:05:27  3416MB         |  plugins                         0.06
00:05:27  3416MB         |  AOV samples                     0.11
00:05:27  3416MB         |  output buffers                  0.50
00:05:27  3416MB         |  node overhead                   0.01
00:05:27  3416MB         |  message passing                 0.02
00:05:27  3416MB         |  memory pools                    7.77
00:05:27  3416MB         |  geometry                     2919.64
00:05:27  3416MB         |    points                     2919.64
00:05:27  3416MB         |  accel. structs               7275.99
00:05:27  3416MB         |  string pool                     0.13 (588 unique strings, overhead 0.11 MB)
00:05:27  3416MB         |  texture cache                   0.00
00:05:27  3416MB         |  unaccounted                 -5550.33
00:05:27  3416MB         |  total peak                   5020.56
00:05:27  3416MB         | -----------------------------------------------------------------------------------------
00:05:27  3416MB         | ray counts:                           (/pixel , /sample) (% total) (avg. hits) (max hits)
00:05:27  3416MB         |  camera                         40888 (   1.00,    1.00) (  3.58%) (     1.00) (       1)
00:05:27  3416MB         |  shadow                        479740 (  11.73,   11.73) ( 42.02%) (     0.64) (       1)
00:05:27  3416MB         |  diffuse                       480520 (  11.75,   11.75) ( 42.09%) (     0.64) (       1)
00:05:27  3416MB         |  glossy                        140425 (   3.43,    3.43) ( 12.30%) (     0.80) (       1)
00:05:27  3416MB         |  total                        1141573 (  27.92,   27.92) (100.00%) (     0.67) (       1)
00:05:27  3416MB         |  max depth                          2
00:05:27  3416MB         | -----------------------------------------------------------------------------------------
00:05:27  3416MB         | shader calls:                         (/pixel , /sample) (% total)
00:05:27  3416MB         |  primary                       459696 (  11.24,   11.24) ( 69.46%)
00:05:27  3416MB         |  background                    202137 (   4.94,    4.94) ( 30.54%)
00:05:27  3416MB         |  total                         661833 (  16.19,   16.19) (100.00%)
00:05:27  3416MB         | -----------------------------------------------------------------------------------------
00:05:27  3416MB         | geometry:                             (% hit ) (instances) (  init mem,  final mem)
00:05:27  3416MB         |  lists                              1 (100.0%) (        0) (      0.00,       0.00)
00:05:27  3416MB         |  procs                              1 (100.0%) (        0) (      0.00,       0.00)
00:05:27  3416MB         |  points                            30 (100.0%) (        0) (   2757.05,    2919.64)
00:05:27  3416MB         |  simple                             1 (100.0%) (        0) (      0.00,       0.00)
00:05:27  3416MB         | -----------------------------------------------------------------------------------------
00:05:27  3416MB         | geometric elements:                   (      min) (       avg.) (      max)
00:05:27  3416MB         |  objects (top level)                2 (        2) (        2.0) (        2)
00:05:27  3416MB         |  objects (procs)                   30 (       30) (       30.0) (       30)
00:05:27  3416MB         |  points                     240914535 (  2595224) (  8030484.5) ( 11858486)
00:05:27  3416MB         | -----------------------------------------------------------------------------------------
00:05:27  3416MB         | acceleration structures:              (% total)
00:05:27  3416MB         |  bvh                               32 (100.00%)
00:05:27  3416MB         |  total                             32 (100.00%)
00:05:27  3416MB         | -----------------------------------------------------------------------------------------
00:05:27  3416MB         | number of warnings, warning type:
00:05:27  3416MB         |     1:  %d on-demand procedural%s very poor bounds. This can severely affect ray tracing performance. You should check the bounds being passed from the host application.
00:05:27  3416MB         |     1:  [proc] %s: user bounds could be %.3gx more efficient. given: (%.9g, %.9g, %.9g) to (%.9g, %.9g, %.9g), should be: (%.9g, %.9g, %.9g) to (%.9g, %.9g, %.9g)
00:05:27  3416MB         |     1:  [rlm] could not connect to license server on %d@%s
00:05:27  3416MB         | -----------------------------------------------------------------------------------------
00:05:27  3416MB         | performance warnings:
00:05:27  3416MB WARNING |  1 on-demand procedural has very poor bounds. This can severely affect ray tracing performance. You should check the bounds being passed from the host application.
00:05:27  3416MB         | -----------------------------------------------------------------------------------------
00:05:27  3416MB         |  
00:05:27  3416MB         | rendering image at 960 x 540, -1 AA samples, 3 GI samples, 1 GI bounces
00:05:27  3416MB         |  updating 46 nodes ...
00:05:27  3416MB         |  node update done in 0:00.00
00:05:27  3416MB         |  [aov] parsing output statement: "RGBA RGBA kick_display_filter kick_display"
00:05:27  3416MB         |  [aov] registered driver: "kick_display" (driver_x11)
00:05:27  3416MB         |  [aov]  * "RGBA" of type RGBA filtered by "kick_display_filter" (gaussian_filter)
00:05:27  3416MB         |  [aov] done preparing 1 AOV for 1 output to 1 driver (0 deep AOVs)
00:05:27  3416MB         |  starting 8 bucket workers of size 64x64 ...
00:05:27  3436MB         |     0% done - 29 rays/pixel
00:05:27  3421MB         |     5% done - 29 rays/pixel
00:05:27  3414MB         |    10% done - 28 rays/pixel
00:05:27  3422MB         |    15% done - 27 rays/pixel
00:05:27  3431MB         |    20% done - 28 rays/pixel
00:05:27  3437MB         |    25% done - 27 rays/pixel
00:05:27  3438MB         |    30% done - 26 rays/pixel
00:05:27  3443MB         |    35% done - 27 rays/pixel
00:05:27  3438MB         |    40% done - 28 rays/pixel
00:05:28  3442MB         |    45% done - 29 rays/pixel
00:05:28  3433MB         |    50% done - 30 rays/pixel
00:05:28  3407MB         |    55% done - 29 rays/pixel
00:05:28  3417MB         |    60% done - 29 rays/pixel
00:05:28  3387MB         |    65% done - 28 rays/pixel
00:05:28  3374MB         |    70% done - 26 rays/pixel
00:05:28  3384MB         |    75% done - 28 rays/pixel
00:05:28  3409MB         |    80% done - 28 rays/pixel
00:05:29  3435MB         |    85% done - 27 rays/pixel
00:05:29  3451MB         |    90% done - 28 rays/pixel
00:05:29  3462MB         |    95% done - 29 rays/pixel
00:05:29  3480MB         |   100% done - 29 rays/pixel
00:05:29  3480MB         |  bucket workers done in 0:02.15
00:05:29  3480MB         | render done
00:05:29  3480MB         |  
00:05:29  3480MB         | -----------------------------------------------------------------------------------------
00:05:29  3480MB         | scene creation time:
00:05:29  3480MB         |  plugin loading               0:00.00
00:05:29  3480MB         |  .ass parsing                 0:00.03
00:05:29  3480MB         |  system/unaccounted           0:00.04
00:05:29  3480MB         |  total                        0:00.04  ( 0.94% machine utilization)
00:05:29  3480MB         | -----------------------------------------------------------------------------------------
00:05:29  3480MB         | render time:
00:05:29  3480MB         |  node init                    0:00.00
00:05:29  3480MB         |  bucket rendering             0:02.15
00:05:29  3480MB         |   accel. building             0:00.00
00:05:29  3480MB         |   pixel rendering             0:02.15  (multi-threaded render, this value may not be reliable)
00:05:29  3480MB         |  system/unaccounted           0:00.56
00:05:29  3480MB         |  total                        0:02.16  (73.96% machine utilization)
00:05:29  3480MB         | -----------------------------------------------------------------------------------------
00:05:29  3480MB         | memory consumed in MB:
00:05:29  3480MB         |  at startup                      3.49
00:05:29  3480MB         |  plugins                         0.06
00:05:29  3480MB         |  AOV samples                     0.41
00:05:29  3480MB         |  output buffers                  0.50
00:05:29  3480MB         |  node overhead                   0.01
00:05:29  3480MB         |  message passing                 0.02
00:05:29  3480MB         |  memory pools                    7.77
00:05:29  3480MB         |  geometry                     2919.64
00:05:29  3480MB         |    points                     2919.64
00:05:29  3480MB         |  accel. structs               7275.99
00:05:29  3480MB         |  string pool                     0.13 (588 unique strings, overhead 0.11 MB)
00:05:29  3480MB         |  texture cache                   0.00
00:05:29  3480MB         |  unaccounted                 -5550.62
00:05:29  3480MB         |  total peak                   5020.56
00:05:29  3480MB         | -----------------------------------------------------------------------------------------
00:05:29  3480MB         | ray counts:                           (/pixel , /sample) (% total) (avg. hits) (max hits)
00:05:29  3480MB         |  camera                        146083 (   1.00,    1.00) (  3.58%) (     1.00) (       1)
00:05:29  3480MB         |  shadow                       1713885 (  11.73,   11.73) ( 42.03%) (     0.64) (       1)
00:05:29  3480MB         |  diffuse                      1716458 (  11.75,   11.75) ( 42.09%) (     0.64) (       1)
00:05:29  3480MB         |  glossy                        501315 (   3.43,    3.43) ( 12.29%) (     0.80) (       1)
00:05:29  3480MB         |  total                        4077741 (  27.91,   27.91) (100.00%) (     0.67) (       1)
00:05:29  3480MB         |  max depth                          2
00:05:29  3480MB         | -----------------------------------------------------------------------------------------
00:05:29  3480MB         | shader calls:                         (/pixel , /sample) (% total)
00:05:29  3480MB         |  primary                      1641136 (  11.23,   11.23) ( 69.43%)
00:05:29  3480MB         |  background                    722720 (   4.95,    4.95) ( 30.57%)
00:05:29  3480MB         |  total                        2363856 (  16.18,   16.18) (100.00%)
00:05:29  3480MB         | -----------------------------------------------------------------------------------------
00:05:29  3480MB         | geometry:                             (% hit ) (instances) (  init mem,  final mem)
00:05:29  3480MB         |  lists                              1 (100.0%) (        0) (      0.00,       0.00)
00:05:29  3480MB         |  procs                              1 (100.0%) (        0) (      0.00,       0.00)
00:05:29  3480MB         |  points                            30 (100.0%) (        0) (   2757.05,    2919.64)
00:05:29  3480MB         |  simple                             1 (100.0%) (        0) (      0.00,       0.00)
00:05:29  3480MB         | -----------------------------------------------------------------------------------------
00:05:29  3480MB         | geometric elements:                   (      min) (       avg.) (      max)
00:05:29  3480MB         |  objects (top level)                2 (        2) (        2.0) (        2)
00:05:29  3480MB         |  objects (procs)                   30 (       30) (       30.0) (       30)
00:05:29  3480MB         |  points                     240914535 (  2595224) (  8030484.5) ( 11858486)
00:05:29  3480MB         | -----------------------------------------------------------------------------------------
00:05:29  3480MB         | acceleration structures:              (% total)
00:05:29  3480MB         |  bvh                               32 (100.00%)
00:05:29  3480MB         |  total                             32 (100.00%)
00:05:29  3480MB         | -----------------------------------------------------------------------------------------
00:05:29  3480MB         | number of warnings, warning type:
00:05:29  3480MB         |     2:  %d on-demand procedural%s very poor bounds. This can severely affect ray tracing performance. You should check the bounds being passed from the host application.
00:05:29  3480MB         |     1:  [proc] %s: user bounds could be %.3gx more efficient. given: (%.9g, %.9g, %.9g) to (%.9g, %.9g, %.9g), should be: (%.9g, %.9g, %.9g) to (%.9g, %.9g, %.9g)
00:05:29  3480MB         |     1:  [rlm] could not connect to license server on %d@%s
00:05:29  3480MB         | -----------------------------------------------------------------------------------------
00:05:29  3480MB         | performance warnings:
00:05:29  3480MB WARNING |  1 on-demand procedural has very poor bounds. This can severely affect ray tracing performance. You should check the bounds being passed from the host application.
00:05:29  3480MB         | -----------------------------------------------------------------------------------------
00:05:29  3480MB         |  
00:05:29  3480MB         | rendering image at 960 x 540, 1 AA samples, 3 GI samples, 1 GI bounces
00:05:29  3480MB         |  updating 46 nodes ...
00:05:29  3480MB         |  node update done in 0:00.00
00:05:29  3480MB         |  [aov] parsing output statement: "RGBA RGBA kick_display_filter kick_display"
00:05:29  3480MB         |  [aov] registered driver: "kick_display" (driver_x11)
00:05:29  3480MB         |  [aov]  * "RGBA" of type RGBA filtered by "kick_display_filter" (gaussian_filter)
00:05:29  3480MB         |  [aov] done preparing 1 AOV for 1 output to 1 driver (0 deep AOVs)
00:05:29  3480MB         |  starting 8 bucket workers of size 64x64 ...
00:05:29  3489MB         |     0% done - 22 rays/pixel
00:05:29  3503MB         |     5% done - 29 rays/pixel
00:05:30  3510MB         |    10% done - 27 rays/pixel
00:05:30  3519MB         |    15% done - 29 rays/pixel
00:05:30  3524MB         |    20% done - 26 rays/pixel
00:05:31  3532MB         |    25% done - 29 rays/pixel
00:05:31  3535MB         |    30% done - 25 rays/pixel
00:05:31  3552MB         |    35% done - 27 rays/pixel
00:05:31  3572MB         |    40% done - 30 rays/pixel
00:05:32  3588MB         |    45% done - 25 rays/pixel
00:05:32  3601MB         |    50% done - 29 rays/pixel
00:05:32  3588MB         |    55% done - 27 rays/pixel
00:05:32  3570MB         |    60% done - 27 rays/pixel
00:05:33  3589MB         |    65% done - 30 rays/pixel
00:05:33  3612MB         |    70% done - 28 rays/pixel
00:05:34  3626MB         |    75% done - 30 rays/pixel
00:05:34  3617MB         |    80% done - 27 rays/pixel
00:05:34  3600MB         |    85% done - 27 rays/pixel
00:05:35  3606MB         |    90% done - 28 rays/pixel
00:05:35  3629MB         |    95% done - 27 rays/pixel
00:05:35  3646MB         |   100% done - 28 rays/pixel
00:05:35  3646MB         |  bucket workers done in 0:06.44
00:05:35  3646MB         | render done
00:05:35  3646MB         |  
00:05:35  3646MB         | -----------------------------------------------------------------------------------------
00:05:35  3646MB         | scene creation time:
00:05:35  3646MB         |  plugin loading               0:00.00
00:05:35  3646MB         |  .ass parsing                 0:00.03
00:05:35  3646MB         |  system/unaccounted           0:00.04
00:05:35  3646MB         |  total                        0:00.04  ( 1.04% machine utilization)
00:05:35  3646MB         | -----------------------------------------------------------------------------------------
00:05:35  3646MB         | render time:
00:05:35  3646MB         |  node init                    0:00.00
00:05:35  3646MB         |  bucket rendering             0:06.44
00:05:35  3646MB         |   accel. building             0:00.00
00:05:35  3646MB         |   pixel rendering             0:06.44  (multi-threaded render, this value may not be reliable)
00:05:35  3646MB         |  system/unaccounted           0:00.73
00:05:35  3646MB         |  total                        0:06.44  (88.67% machine utilization)
00:05:35  3646MB         | -----------------------------------------------------------------------------------------
00:05:35  3646MB         | memory consumed in MB:
00:05:35  3646MB         |  at startup                      3.49
00:05:35  3646MB         |  plugins                         0.06
00:05:35  3646MB         |  AOV samples                     0.80
00:05:35  3646MB         |  output buffers                  0.50
00:05:35  3646MB         |  node overhead                   0.01
00:05:35  3646MB         |  message passing                 0.02
00:05:35  3646MB         |  memory pools                    7.77
00:05:35  3646MB         |  geometry                     2919.64
00:05:35  3646MB         |    points                     2919.64
00:05:35  3646MB         |  accel. structs               7275.99
00:05:35  3646MB         |  string pool                     0.13 (588 unique strings, overhead 0.11 MB)
00:05:35  3646MB         |  texture cache                   0.00
00:05:35  3646MB         |  unaccounted                 -5551.01
00:05:35  3646MB         |  total peak                   5020.56
00:05:35  3646MB         | -----------------------------------------------------------------------------------------
00:05:35  3646MB         | ray counts:                           (/pixel , /sample) (% total) (avg. hits) (max hits)
00:05:35  3646MB         |  camera                        551880 (   1.00,    1.00) (  3.59%) (     1.00) (       1)
00:05:35  3646MB         |  shadow                       6461340 (  11.70,   11.71) ( 42.01%) (     0.64) (       1)
00:05:35  3646MB         |  diffuse                      6478854 (  11.73,   11.74) ( 42.12%) (     0.64) (       1)
00:05:35  3646MB         |  glossy                       1889651 (   3.42,    3.42) ( 12.29%) (     0.80) (       1)
